promoter,gc,rep,cv,cv_smooth,entropy,entropy_smooth,classification
ygeY_predicted,15,2,1.3377812831741753,0.3903160718013223,6.351480844341456,7.217288295531024,0
mtnp,22,2,1.3377806248150315,0.5306002766982116,6.312014392443395,7.134399776216878,0
xdhAp1,30,1,1.337515065003689,0.544745852442767,6.255411670965954,7.077296478274867,0
yqaEp,33,2,1.3373956342646174,0.5395882969790908,6.301822632813925,7.125024038479559,0
tabA_predicted,31,3,1.3373570967847266,0.5485784775351316,6.331968438645907,7.115338966030696,0
ygfM_xdhD_predicted,21,2,1.3371129745616266,0.561496346745912,6.2669634785474635,7.094679812794023,0
yahC_predicted,20,2,1.3370981663801604,0.4491958611742608,6.309487826705769,7.174360070565245,0
intE_xisE_ymfH_predicted,15,1,1.3369381646801037,0.45678840896147666,6.310001343796703,7.180755622408057,0
hyuA_predicted,40,3,1.3369134785275054,0.39759761264065774,6.331295094733302,7.208147722671622,0
crpp3,20,2,1.3367633159046373,0.5301463819936734,6.331880290037024,7.117177776227237,0
hyuA_predicted,34,1,1.336681492434647,0.5031971062127115,6.372588761006971,7.155357096408382,0
icdC_predicted,9,1,1.3365494731209842,0.5370763885040291,6.276343486121036,7.118289100689671,0
ygeX_predicted,29,2,1.3365383840549068,0.4959711111990731,6.397065573940375,7.165294490068971,0
TSS_4654_wanner_regulondb,28,2,1.3364861160913317,0.5098118568391682,6.308421008069225,7.144908963714774,0
ygeY_predicted,19,3,1.3364654279420496,0.5561820177232296,6.34813406126716,7.13985315698525,0
tolCp3,19,1,1.3363450546808089,0.483937577414107,6.292546387541442,7.174588577868509,0
tnaCp,21,2,1.3362706088476664,0.5139516450466691,6.3725142084703545,7.148220048373528,0
lppp2,19,1,1.3362687420556252,0.42670038864803395,6.241300379598355,7.1851694346581505,0
acrBp,36,1,1.3362269541172695,0.5139458571585986,6.4198181215421375,7.16092288763149,0
sohAp,9,1,1.3361996298361662,0.5883960222592105,6.300334287473981,7.108936720945606,0
hyuA_predicted,4,2,1.3361802819785016,0.5347067980611091,6.317000775874403,7.136119316383731,0
TSS_4654_wanner_regulondb,29,1,1.3360051987780135,0.5686184333453566,6.290810175304692,7.09727910505555,0
cusCp,8,2,1.3359128683036128,0.5223117941244555,6.378084223131974,7.149735481415218,0
lpp,19,2,1.3358965448490079,0.5680961422897821,6.265335216511328,7.105517115425184,0
TSS_4654_wanner_regulondb,1,1,1.3358566328820134,0.3903346689076437,6.27608755386659,7.2140518863423795,0
tolCp4,24,1,1.335853456208331,0.5074535747461661,6.297610700689198,7.142102121474641,0
yadI_predicted,25,2,1.3357841392132066,0.48736064440695526,6.292447601371895,7.158212646000171,0
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,25,2,1.3354064254926261,0.45874518657503227,6.31804247106489,7.181950288059438,0
cusCp,22,1,1.3350878449809147,0.5500533723395753,6.366250322647774,7.115029865537354,0
mcbAp5,16,1,1.3350552387182206,0.4878560277262726,6.317012931344123,7.159940116051265,0
yadI_predicted,20,2,1.335015999547242,0.4536540974713027,6.346784736924827,7.172755427044697,0
acrBp,15,3,1.3349721763877036,0.3950154946307839,6.332611499881627,7.213167586625316,0
ykgRp,38,2,1.334889490090863,0.4746748138020497,6.287024470112871,7.156748465599597,0
hyuA_predicted,37,1,1.3348149690271947,0.47632292615904137,6.353235618356843,7.172675762167744,0
rcsBp2,4,1,1.3345310488567346,0.49901197550293847,6.322610589311454,7.154996887216729,0
TSS_18061_regulondb,28,2,1.3344763078832318,0.4796341909241464,6.281275249769449,7.16569353016062,0
xylFp,39,2,1.3342583321062718,0.5349164884111903,6.365493799591624,7.113071874254173,0
dgoRp,4,1,1.3342391878936037,0.5927629735886537,6.298813895143544,7.089393615733198,0
crpp2,38,2,1.334224174712401,0.5003545003931298,6.360207996352589,7.146248318363078,0
cpxRp2,38,2,1.3341288116743386,0.4692146269583971,6.29875894577664,7.1641030637229814,0
yadI_predicted,20,1,1.3340363116789211,0.5415259121512321,6.325574902052409,7.134248234787998,0
ygiW_predicted,5,2,1.3338731184617993,0.49533824836077206,6.323369563808092,7.1392595140985815,0
ygeX_predicted,20,2,1.3338193195775854,0.4348871579965267,6.296845705753865,7.190992082671272,0
hyuA_predicted,4,3,1.3336005597314489,0.4608736104225948,6.377078122714357,7.164508510560337,0
ygfKp,34,2,1.333570207374781,0.5761581744325497,6.275007332688851,7.108744471862481,0
elaBp,31,2,1.3335033827036458,0.43532713415387125,6.378271109935409,7.190453362893082,0
lacIp,35,1,1.3334558537072578,0.5001553365520793,6.318720211616332,7.149155257850526,0
yadG_yadH_predicted,31,3,1.333440239198877,0.46926664692193387,6.280610514948809,7.167083469591375,0
yadG_yadH_predicted,12,2,1.3334068764337725,0.5348092371594404,6.334866525598601,7.135603893283973,0
ygfM_xdhD_predicted,17,2,1.3332640501461734,0.5848264301869648,6.35473100433374,7.086808604919401,0
ygeX_predicted,19,2,1.333221579412328,0.4363584619870362,6.336068713431551,7.184447736640045,0
ygfKp,40,2,1.3332214407179328,0.5641646867805856,6.268621707914916,7.089707753391444,0
ompRp1,32,1,1.3331994047836717,0.4799664033267199,6.314752337282792,7.160057474551534,0
cusCp,31,2,1.3331581498599456,0.5541396114324677,6.3075683257837625,7.101494349022719,0
hyuA_predicted,18,1,1.3330228346044,0.5590172552678839,6.301647809832657,7.103122689192126,0
TSS_6311_regulondb,13,2,1.3328872395667635,0.4787646344791901,6.293611753337457,7.165957054208738,0
tfaE_stfE_predicted,25,1,1.3328771876379937,0.49314320940884343,6.282405903577889,7.1572005601803115,0
crpp1,32,1,1.3328646515781193,0.5919010268643768,6.293693496945625,7.078359576855457,0
yadL_yadM_yadC_yadK_predicted,17,1,1.3328637931657132,0.5649524217812902,6.387152369387593,7.115616355844182,0
ybaY_predicted,4,1,1.3326660675884319,0.46191929379035446,6.294367783541669,7.16404196571121,0
TSS_4655_regulondb,8,2,1.332610897074619,0.45839704237260154,6.297001690922963,7.177662879361404,0
tnaCp,35,1,1.3325988130329354,0.5864069731806839,6.354864155088659,7.099728375275793,0
ygeX_predicted,4,1,1.332590994450729,0.5031566118983278,6.304703187214993,7.139111486548703,0
tolCp3,15,1,1.3323823448286247,0.43706332001309783,6.351705248128476,7.188111415416442,0
yahL_predicted,8,2,1.3323507477811842,0.6020285570431031,6.382434505334211,7.092033725681452,0
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,34,2,1.332301169899464,0.5440592923938179,6.305784002273408,7.129634029590132,0
hyuA_predicted,31,2,1.3322642820184176,0.4183561001642127,6.359099818665506,7.193462914028103,0
galSp,36,2,1.3322199755964963,0.44554931915681206,6.277192097501018,7.174707876611627,0
ybiY_ybiW_predicted,24,2,1.3321941372500619,0.481393011837658,6.335843536248447,7.152915380110862,0
xylFp,22,2,1.3321334662228106,0.48323983346567556,6.373240713480855,7.161398009838006,0
rspAp,11,1,1.3318941748630362,0.6859518879759255,6.292496444480349,6.999373051456037,0
rspAp,32,2,1.3316362131369828,0.7552150478382591,6.284978653229912,6.959966535078712,2
cusCp,12,2,1.3315480785832312,0.520547836957629,6.333421083905786,7.136982686818207,0
yadG_yadH_predicted,10,1,1.3313347716224089,0.4570504071968745,6.329625711301203,7.165218876007522,0
acrBp,40,1,1.3312371903593267,0.40152090416311675,6.359713346190569,7.21293615418204,0
ftsKp2,2,1,1.3312369269593523,0.5054505157321572,6.321262162798466,7.138592744223371,0
yadE_predicted,22,1,1.3312143505299652,0.5221559565119375,6.286529460014899,7.12476313080089,0
ykgRp,24,2,1.3311500645609333,0.618630151828215,6.3349009942026875,7.058797349905541,0
TSS_1414_storz_regulondb,17,2,1.3311067977643598,0.6043864344904512,6.337291717050264,7.078252176276932,0
xylFp,15,1,1.3309975572287311,0.45812725898798234,6.26777503204854,7.173455792148427,0
ratA_yfjF_predicted,13,1,1.3307220198243532,0.47879861597468787,6.375693223432678,7.166476938824655,0
tfaE_stfE_predicted,19,3,1.330556917293847,0.5661814601596228,6.3164879867259405,7.11462062468377,0
yahL_predicted,24,2,1.330517304738941,0.5528884443971372,6.316782483471036,7.109439114466373,0
intE_xisE_ymfH_predicted,8,2,1.330513819756218,0.5016114629395655,6.355926273468292,7.137201812092977,0
rspAp,30,2,1.3303476273584023,0.8259420638320866,6.272619785772074,6.907863639002396,2
ratA_yfjF_predicted,34,2,1.330312106583051,0.4115042738481414,6.309429488679203,7.198276987869947,0
ygeW_predicted,25,2,1.3302465387699152,0.5326955576571247,6.325736622343104,7.116630024940185,0
ygeW_predicted,34,2,1.3301130517213708,0.5725840648853566,6.326479176587496,7.102036205913137,0
ygiW_predicted,17,1,1.3301070601003406,0.45223691101577296,6.360077603977589,7.172852080316673,0
ykgRp,40,2,1.32977485914398,0.6375345685331203,6.3157997458606605,7.05547500670223,0
lacIp,39,2,1.32969910574737,0.643507847276187,6.301408566074097,7.051516225905177,0
yadL_yadM_yadC_yadK_predicted,5,1,1.329548556055701,0.47969094997536543,6.311786916000752,7.167235973167737,0
intE_xisE_ymfH_predicted,30,2,1.3295320861441013,0.445013886919069,6.301031093320935,7.181117031814113,0
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,16,1,1.329458175079301,0.5210032579027674,6.279421996558872,7.119238341072137,0
hyuA_predicted,21,1,1.3290262968309094,0.5249274205709114,6.288326755222186,7.1169232329143775,0
tabA_predicted,13,1,1.3287459226568656,0.49374272452063644,6.391206563530662,7.15835455660435,0
ygfS_ygfT_predicted,35,1,1.3284752144865384,0.5276106831283284,6.241992217738418,7.124384112496873,0
acrBp,15,1,1.3284396625040669,0.4900074351761784,6.38914499596445,7.159334390875463,0
yadG_yadH_predicted,36,1,1.3283029836014013,0.4628475377260736,6.37728395003934,7.174643676419761,0
araBp,16,1,1.3281695406161798,0.5222321344470625,6.315945648331214,7.122537542085427,0
yacH_predicted,24,1,1.3281502444434143,0.5050605228183795,6.346210105010252,7.159074065180274,0
gatZp,3,2,1.3281180187442854,0.4843396684321537,6.341178686849755,7.1547486025062135,0
tabA_predicted,33,2,1.3280812888773066,0.4809121195399171,6.302850366487055,7.156036966746541,0
mhpRp1,24,1,1.3280748459838987,0.4533809863163496,6.408039569378639,7.171186035732312,0
yadE_predicted,31,2,1.328050016899705,0.5100572681056802,6.269473296515796,7.140876904890842,0
tfaE_stfE_predicted,34,1,1.3278460661214213,0.5705651858698462,6.35943612276305,7.106503604269421,0
acrBp,28,1,1.3277939928182112,0.4019899619326384,6.347951418276266,7.201508312949697,0
ssnAp,13,3,1.327790672393139,0.46750404579102794,6.29703525584857,7.165933553601748,0
yjbJ_predicted,30,2,1.327650886985001,0.5109552134909318,6.289426135101995,7.131516829895721,0
ompRp3,25,1,1.3273937400998075,0.7037684235663784,6.300365569568793,7.01685637842091,0
ompRp3,20,2,1.327357167968784,0.4805268987177906,6.311400740862255,7.152397166143505,0
ldrDp,31,2,1.3272695942251824,0.5804520992146948,6.340282217122022,7.08867469725735,0
ykgRp,18,1,1.3272380278925193,0.663532817124588,6.281491345412835,7.030422439413128,0
uacT_predicted,38,3,1.3271288263984664,0.5703980262472661,6.350986842951068,7.095424885055083,0
yagB_insX_yagA_predicted,12,2,1.3270170722613093,0.4776934438844118,6.338409564644168,7.158756711667914,0
uacT_predicted,3,2,1.326878783753982,0.42920206964775875,6.3137675092788506,7.185357939427673,0
ygfS_ygfT_predicted,9,1,1.3268770461531947,0.47485653732017225,6.315128777732024,7.156231466173303,0
rcsBp1,22,1,1.3268248175321125,0.47080797863455104,6.346232696866891,7.172723551746803,0
ssnAp,1,2,1.3266746617402858,0.4763002637600776,6.305080117107504,7.16419688184087,0
crpp3,28,2,1.3266586264051903,0.6855971944976129,6.311704439122071,7.0127081749281635,0
yahC_predicted,17,1,1.3266069735237045,0.5710149778147202,6.345242893019544,7.098510539651949,0
ygfS_ygfT_predicted,13,1,1.3265323273517386,0.5061368337284444,6.355924831824091,7.1479615596488255,0
tnaCp,6,2,1.3264631756470049,0.619296570329092,6.292044545001504,7.0617758892825275,0
ygeW_predicted,13,1,1.3264558771780899,0.4787617181227285,6.29977195511336,7.1520524718175515,0
dgoRp,19,1,1.3261558097814496,0.5359522381459366,6.327983473486615,7.111969371915798,0
crpp1,25,1,1.3259737095832707,0.5639172906455788,6.305049868991146,7.116494014017164,0
tolCp3,16,2,1.325454633423558,0.4936108732504407,6.370188470415721,7.155786708664041,0
uofp,17,1,1.3253627632500924,0.555553897977895,6.3636662464689895,7.134330331931744,0
yncEp,22,3,1.3253255240303903,0.4988386073843511,6.32992213993538,7.15505437593094,0
yagB_insX_yagA_predicted,17,2,1.3252910634806123,0.6276579101966945,6.364741544794758,7.085149091030912,0
ssnAp,38,1,1.325211697937506,0.46072210080388654,6.340538201391375,7.174852828091838,0
ihfAp4,25,2,1.3251739627110508,0.6428351105799781,6.356348180105872,7.068123746542382,0
ygfM_xdhD_predicted,6,2,1.3250949287688043,0.48700391731105025,6.3841358145474025,7.173341236427588,0
tfaE_stfE_predicted,20,2,1.3248460586815927,0.4447848504190725,6.29054515068115,7.177750298752416,0
ygeY_predicted,36,1,1.3248296096352605,0.46993107773875065,6.334858234396695,7.171467351629559,0
ygfKp,14,2,1.3246011982815993,0.514772222518752,6.290905465497362,7.123205264177979,0
ygfKp,40,3,1.324512801891182,0.4604603266985251,6.317274362106669,7.168143605297185,0
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,28,2,1.3244228652650252,0.3834841538376459,6.328122608691264,7.2175414763076144,0
TSS_6311_regulondb,36,1,1.3243582801053524,0.48597895299709826,6.300216553015044,7.150302845304431,0
yadN_predicted,7,1,1.3243343915943004,0.42217751780122587,6.398868219760287,7.207381912889815,0
yahC_predicted,24,1,1.324304487514855,0.5131809352285293,6.309578125587416,7.139963345581829,0
TSS_6311_regulondb,28,1,1.3242918051386305,0.49518768686123094,6.283125909612837,7.140036109257419,0
ygfM_xdhD_predicted,4,2,1.324181221489366,0.5160682139943313,6.371023907402284,7.136877669900126,0
intE_xisE_ymfH_predicted,13,1,1.3241742020715646,0.42522466782107526,6.265285638932884,7.189197840489529,0
ybiY_ybiW_predicted,8,2,1.3239710951843524,0.5637412931444152,6.3437732033665855,7.100499595517576,0
ygeY_predicted,31,3,1.3238643949402686,0.47467535030214236,6.33247065638937,7.160358637799445,0
dgoRp,20,1,1.323741334970687,0.649169330145082,6.310385434046715,7.070712385980315,0
tabA_predicted,25,2,1.323664034663646,0.36471938410284865,6.33532134272664,7.228319506438554,0
TSS_4654_wanner_regulondb,6,2,1.3236401218004255,0.48943771552873616,6.376123726644741,7.146214261114397,0
uacT_predicted,22,2,1.3235654847476594,0.528025021140268,6.291465311464216,7.1307986838099,0
ratA_yfjF_predicted,29,1,1.3234463619879437,0.55061263499094,6.383727057946396,7.144382605616105,0
tnaCp,11,1,1.3232788336839199,0.5814650898356631,6.324547157223118,7.091992302995351,0
mprAp,24,2,1.3231906596417502,0.5506205920278857,6.323225153702752,7.120297102723622,0
aceBp,22,1,1.3231502314035337,0.5527710298544098,6.301627764129778,7.104814037571108,0
rdlDp,25,2,1.3231423783810603,0.5895742867423752,6.261532906397399,7.102257026050575,0
ybiY_ybiW_predicted,4,1,1.3230067823303235,0.4272463874910559,6.335549168417349,7.189250779332624,0
uacT_predicted,31,3,1.3229391157572743,0.4981442905740366,6.307426329980253,7.15387764830068,0
ghoSp,4,1,1.3229226361864632,0.5302268254517641,6.29346207293979,7.128076196580334,0
yacH_predicted,30,2,1.322907087857491,0.5701051982520203,6.307768198260646,7.088245063891513,0
gatYp,5,1,1.322421219006818,0.6654953718271183,6.286447543778122,7.051218466762995,0
ygeW_predicted,40,2,1.3223578465969361,0.5199060302422586,6.318422872564216,7.132698178511225,0
cusCp,33,2,1.3222413813189953,0.48810032016988486,6.319590279897799,7.151927273660719,0
hyuA_predicted,24,1,1.3221695895809178,0.44592875100106205,6.306375378400135,7.174075431279267,0
yadL_yadM_yadC_yadK_predicted,13,3,1.322007348297869,0.5850698910584508,6.356087192740132,7.108567219417429,0
ompRp2,2,2,1.3217880334795964,0.5305330211891826,6.32859148227147,7.139403296985913,0
mcbAp5,7,2,1.3217298836762141,0.5590089774338693,6.3243188676579685,7.120907009639684,0
gatZp,28,1,1.3216496141390965,0.4736630336502192,6.26868950465859,7.16840194557903,0
ratA_yfjF_predicted,34,1,1.3215920285890146,0.39439110703966695,6.367885306059187,7.214899545939615,0
ftsKp2,25,1,1.3215692111177373,0.5085947670357064,6.304315908452674,7.135858575051232,0
ykgRp,18,2,1.321524060606422,0.6845682163129356,6.307281351294401,7.017666020057755,0
xdhAp1,22,2,1.321429652325213,0.5101646580104611,6.400182555647794,7.140120799035513,0
TSS_1414_storz_regulondb,14,3,1.3214053190983068,0.5187850840948021,6.3539041073720846,7.146550474987377,0
crpp1,28,1,1.321320039955809,0.48769214340567957,6.33912348370814,7.16305967894133,0
ompRp3,2,2,1.3213091517036029,0.5411352041578702,6.361745145592359,7.1321472548332565,0
TSS_1414_storz_regulondb,15,1,1.321069497616761,0.45168597594383053,6.331507299387873,7.188463059721465,0
ssnAp,12,2,1.3210645227556856,0.5540869371849728,6.334379229396809,7.114305191093419,0
yadG_yadH_predicted,22,3,1.3210625384101113,0.5008379453841153,6.368186388104529,7.154937068821759,0
ygeY_predicted,38,3,1.3208979073314306,0.43403397808533145,6.344027175935628,7.183821351599995,0
tabA_predicted,20,1,1.3208547379578341,0.5366424835015915,6.385690826205006,7.128590079777775,0
galEp3,18,1,1.3207593548201357,0.524530170924479,6.351872728561224,7.1286024507619645,0
yncEp,25,3,1.3207531639390218,0.5843454818310491,6.2933442733206935,7.092619952775982,0
TSS_4655_regulondb,24,2,1.3205972781659536,0.4239653518606383,6.286809423087971,7.193073449490939,0
ompRp4,24,1,1.320500047264464,0.5376601890740691,6.3219472489791375,7.133160189050977,0
yadI_predicted,35,1,1.3203665831685871,0.4049994896443906,6.359509710911321,7.204234610508325,0
tolCp3,22,1,1.3203451518328921,0.5103381944431461,6.3793175432998,7.155866894808045,0
cusCp,24,1,1.3201944408160486,0.6021993318100218,6.271895923000619,7.072574761106454,0
hyuA_predicted,17,2,1.320062943274327,0.5287108253269707,6.329025407010287,7.14325553156518,0
TSS_4655_regulondb,6,2,1.3200580841230378,0.47521239758645817,6.381282610962451,7.151411304535706,0
galEp3,21,2,1.3200399930679225,0.4780316562111692,6.324440270157195,7.158566047311263,0
ssnAp,7,1,1.3200327328541064,0.4901363150740243,6.3639867409834165,7.156316399569141,0
TSS_18061_regulondb,4,3,1.3200208193405818,0.5146279075740069,6.313148516519436,7.129436524603318,0
hyuA_predicted,1,2,1.31993408881637,0.421871808904096,6.295199935193875,7.190799184722401,0
ftsKp2,33,1,1.319680743793137,0.6228644367533612,6.3360315028412195,7.102898117718285,0
lacIp,22,2,1.3196610038097158,0.573065338649071,6.331396682174812,7.09966906625413,0
ygfM_xdhD_predicted,15,2,1.3196470015269783,0.546211631340536,6.3075611888249785,7.114262110302657,0
ompRp3,15,2,1.3195516634672964,0.5482103200667562,6.329301841024176,7.126885494231275,0
TSS_4654_wanner_regulondb,2,1,1.3194639928226988,0.48771107809330877,6.316573458892657,7.147012505698643,0
ratA_yfjF_predicted,30,1,1.319394356953822,0.5387414973232543,6.321342602457063,7.12949193129074,0
ygiW_predicted,31,2,1.3192162548193997,0.5119161685019077,6.346719946923841,7.162157879661494,0
tfaE_stfE_predicted,5,1,1.3189389773033489,0.5181062155342562,6.321751131079061,7.13396463823037,0
yagB_insX_yagA_predicted,5,1,1.3189368371721073,0.564069237195732,6.351190241696473,7.1040596627052315,0
rcsDp,22,2,1.318850377934509,0.4655048859137323,6.383895736036232,7.172917713113488,0
cusCp,18,2,1.318720318697954,0.5006643227460917,6.331790192962803,7.15601838834369,0
tabA_predicted,9,1,1.318558476639073,0.45990683757442863,6.321953768594897,7.177944761253075,0
ompRp2,13,3,1.3185397627766964,0.6739224844980184,6.324236501066025,7.033682175793164,0
acrBp,3,2,1.3185089428235397,0.6023183073640584,6.42423844051745,7.095109737188185,0
ymfM_beeE_jayE_ymfL_ymfR_tfaP_ymfT_ymfN_ycfK_ymfQ_predicted,36,1,1.31845042140355,0.41099723500495255,6.322496750875967,7.200677974747824,0
ygeY_predicted,11,1,1.318271919240178,0.428080927934907,6.363803535681741,7.189606094528054,0
tabA_predicted,15,1,1.318259230853865,0.5232283190469704,6.31744713364103,7.138730272815366,0
xylFp,17,2,1.3182227878294408,0.4899350866294124,6.3074979616750175,7.149231793857714,0
TSS_4654_wanner_regulondb,31,1,1.318172005716181,0.46036873093640407,6.2961661393314525,7.157830572756014,0
crpp1,1,2,1.3181480744715728,0.6385900037338418,6.314291811781156,7.076669978873918,0
yadI_predicted,22,2,1.3180275075491212,0.42799899852416823,6.317761917331568,7.185246421466081,0
lacIp,31,1,1.3180086493440222,0.5075228687406961,6.3703766019883625,7.132729687901587,0
rspAp,18,1,1.3176881081054956,0.7228781007020735,6.285140470993438,6.979997760363979,0
ygeY_predicted,4,1,1.3175375127386106,0.50556661128829,6.327657577663379,7.153728115989608,0
ompRp1,5,2,1.3174131733312384,0.5387151548540339,6.305424237781026,7.1165453997011,0
tnaCp,22,2,1.3173632417286214,0.5423815125987864,6.354041239485608,7.115066573502336,0
TSS_4654_wanner_regulondb,9,1,1.3173186249828837,0.5004968027684196,6.349154434634855,7.145640442888835,0
xdhAp2,30,1,1.3170991985816862,0.46776675263012946,6.250310805638283,7.169073414382553,0
ssnAp,3,1,1.3169315162228907,0.44419312120563614,6.306518830096058,7.175481119073959,0
rcsBp1,22,2,1.3168475302405092,0.5708634845557166,6.307835518856933,7.0995154161165495,0
araBp,7,1,1.3167182987036998,0.4700791079949128,6.283974832288278,7.1620079549127125,0
uacT_predicted,6,1,1.3167065629274524,0.49825871567297453,6.375883422376196,7.143070715003023,0
ssnAp,9,1,1.3165166107626394,0.42852459888845806,6.344893789914929,7.1958886995185525,0
yadL_yadM_yadC_yadK_predicted,15,2,1.316499418064192,0.5223386456355605,6.320505051696497,7.128816290259399,0
yqaEp,31,2,1.3163342981066404,0.38856342794581983,6.28485645461655,7.213464812140404,0
tolCp1,22,1,1.3162489898334278,0.47945061762269714,6.313443114745088,7.150661992528905,0
ykgRp,31,2,1.3161394104584483,0.547862317346431,6.34403840163531,7.128590374075575,0
TSS_4655_regulondb,8,1,1.3160799497222573,0.5314345341348407,6.3011607602199415,7.1141277196789385,0
TSS_18061_regulondb,20,1,1.316036161411754,0.5044254754430422,6.354935264865523,7.153839682622158,0
mtnp,7,1,1.31602576433302,0.6845690487292642,6.333453751549021,7.016260246370935,0
rdlDp,22,2,1.3160171850753541,0.614566602745896,6.345891045445048,7.072017371388764,0
yacH_predicted,31,2,1.3160018051705686,0.3503348893350989,6.367938552753538,7.232346325988436,0
rspAp,19,3,1.31594891929777,0.8163858157822348,6.273433161850335,6.9101437292302155,2
ygeY_predicted,38,1,1.3158766660840737,0.506903491118955,6.355496238172622,7.145832255308491,0
ecnBp,22,2,1.3157077038178968,0.449285571338514,6.347952557615425,7.17475447842738,0
yacCp,24,2,1.3155705728398097,0.5462605311964445,6.3617103654279,7.124006136659114,0
ygfKp,41,1,1.315496055337424,0.5122276277805677,6.2965413922733955,7.134885510127433,0
tnaCp,25,1,1.315151357238816,0.5112348425013689,6.284686405694524,7.1348111862875,0
hyuA_predicted,6,1,1.3149833051772766,0.5198391571307656,6.300867752657539,7.13373830154533,0
ghoSp,39,1,1.3148764385704221,0.508661421660134,6.3457597836451765,7.142097843389696,0
yjbJ_predicted,29,1,1.31487225452553,0.5353824532630351,6.2640342924957295,7.11610385158192,0
mcbAp5,38,1,1.3147266106448594,0.5757846129868663,6.329318467595549,7.102378630987271,0
crpp3,38,2,1.3146922537825936,0.4592078964716322,6.344202041350069,7.171647789517925,0
elaBp,4,1,1.3146695546406604,0.41105299928307976,6.375121569227846,7.206420441375272,0
TSS_6311_regulondb,21,1,1.314649278292764,0.4696529500726417,6.312443291631347,7.171976644692286,0
ompRp3,38,2,1.3145475232965764,0.5837667078243293,6.318582167864595,7.094409882129049,0
acrBp,15,2,1.3144024540809078,0.4996905201133688,6.317536446419426,7.16704812899001,0
TSS_4654_wanner_regulondb,4,1,1.3144005003669037,0.5530632471101378,6.335726176963755,7.099169641287876,0
TSS_6311_regulondb,6,1,1.314388463948902,0.4948845154101611,6.3565263981075315,7.150537212408979,0
TSS_4654_wanner_regulondb,22,1,1.3143495980831146,0.3900242959976265,6.339699130615448,7.2096005580581375,0
ygeX_predicted,19,1,1.3143200794580838,0.47130024564016165,6.271288624389219,7.166686116886298,0
lacIp,39,1,1.3142867547022195,0.4751414869997243,6.383910075469203,7.166987798398664,0
yadG_yadH_predicted,22,1,1.314154401934688,0.5541449781333632,6.369458584940919,7.12437602696115,0
ygeX_predicted,36,2,1.3139809353550158,0.4503731175399535,6.326729154918598,7.189683982023945,0
galSp,25,3,1.3138845970220667,0.42366610509468416,6.299410818504031,7.193922176490142,0
xdhAp2,22,2,1.3137141072263034,0.5007878908907847,6.369520964890208,7.141096771651515,0
ygfM_xdhD_predicted,38,3,1.3136417926582713,0.5534222359690966,6.377695036906972,7.122888403826172,0
yqaEp,5,2,1.313618726436788,0.4525351913970831,6.315712937474905,7.169450860365954,0
ompRp2,15,1,1.3134577456815888,0.4767935271904347,6.335721777456742,7.155822983013365,0
galEp3,1,2,1.313375608270619,0.43288005115256883,6.337436843355571,7.184543173382799,0
TSS_4654_wanner_regulondb,3,1,1.3133208477388012,0.5056835005278179,6.309426184366126,7.142445158750707,0
galEp3,39,1,1.3132366616519742,0.5428722550347609,6.327827240984883,7.1152987335162,0
ygfKp,31,1,1.3128641824976124,0.5308758116297307,6.333348348325552,7.128139809744031,0
TSS_6311_regulondb,1,1,1.3128619537705017,0.4467801220424646,6.353970402283882,7.169805340842336,0
mcbAp5,24,2,1.312821094118389,0.43314420750908617,6.434238342868353,7.197967284689975,0
TSS_4654_wanner_regulondb,2,2,1.3127537470402104,0.49028596459337187,6.360698649669384,7.157703679666962,0
acrBp,4,1,1.312619061764472,0.5502669340700508,6.342569340757983,7.12847952111281,0
rcsDp,39,1,1.3124576040129197,0.5646007247714969,6.304204785899328,7.100726805884843,0
ompRp2,17,2,1.3123886873518218,0.4799977356904814,6.32547765774115,7.160188197420931,0
ygeW_predicted,20,2,1.312338965556258,0.5357915692804388,6.3507173037431475,7.139430792398956,0
icdC_predicted,25,1,1.3123329385716118,0.5176243715336968,6.3013541932133545,7.138334491978181,0
ratA_yfjF_predicted,6,2,1.3122752674293618,0.5387238118091685,6.3710200935035575,7.148253276089463,0
hyuA_predicted,15,1,1.3122656124004923,0.4624222145964131,6.297321131533527,7.167659781764211,0
tfaE_stfE_predicted,2,1,1.3120881020404949,0.5207136292932489,6.297042377306491,7.142130614598859,0
zapB_predicted,16,1,1.3119949242453746,0.5524903856123778,6.278577435094208,7.105932362649225,0
galSp,12,1,1.3119467212771625,0.51978502327921,6.33254696035511,7.1334376611828505,0
gatZp,5,1,1.3119417416226422,0.5144867730830831,6.322756912775324,7.1406886026839365,0
tabA_predicted,24,1,1.311872935874785,0.4985594440994588,6.371625831570882,7.171174644176895,0
mtnp,15,1,1.3117673012787918,0.5366847579935206,6.40988007160586,7.1256029921822766,0
yadL_yadM_yadC_yadK_predicted,16,1,1.3113024339734805,0.4262255031315162,6.390943649945276,7.1930542059880525,0
ssnAp,35,1,1.3110443858015652,0.49112623594674504,6.295210287561192,7.15104761596689,0
mcbAp5,1,2,1.3108687254548408,0.43340100348070326,6.4044287242667695,7.189153946422276,0
